KOD_SUKL;LEKAR;LEKARNIK;PACIENT;TYP;PLATNOST_OD;PLATNOST_DO;PRIORITA
0279600;1;1;0;EM;25.02.2019;25.02.2029;Stredni
0279828;0;0;1;EM;10.07.2024;10.07.2034;Stredni
0279830;0;0;1;EM;10.07.2024;10.07.2034;Stredni
0280264;1;1;0;EM;16.02.2024;16.02.2034;Stredni
0280439;1;1;0;DI;16.02.2026;16.02.2028;Stredni
0280441;1;1;0;DI;16.02.2026;16.02.2028;Stredni
0280705;1;1;0;DHPC;12.09.2025;12.03.2026;Vysoka
0280707;1;1;0;DHPC;12.09.2025;12.03.2026;Vysoka
0280789;1;1;0;EM;28.03.2024;28.03.2034;Stredni
0280794;1;1;0;EM;19.01.2026;01.01.2050;Stredni
0280801;1;1;0;EM;19.01.2026;01.01.2050;Stredni
0281079;1;1;1;DI;29.09.2025;29.09.2027;Stredni
0281082;1;1;1;DI;29.09.2025;29.09.2027;Stredni
0281389;1;1;0;EM;26.10.2025;01.01.2050;Stredni
0281392;1;1;0;EM;26.10.2025;01.01.2050;Stredni
0281394;0;0;1;EM;26.10.2025;01.01.2050;Stredni
0284570;1;1;0;EM;12.06.2025;01.01.2050;Stredni
0284574;1;1;0;EM;12.06.2025;01.01.2050;Stredni
0284834;1;1;0;EM;12.06.2025;01.01.2050;Stredni
0284840;1;1;0;EM;12.06.2025;01.01.2050;Stredni
0284845;1;1;0;EM;12.06.2025;01.01.2050;Stredni
0284849;1;1;0;EM;12.06.2025;01.01.2050;Stredni
0284851;1;1;0;EM;12.06.2025;01.01.2050;Stredni
0284892;1;1;1;DI;18.03.2024;18.03.2026;Stredni
0284893;1;1;1;DI;18.03.2024;18.03.2026;Stredni
0284894;1;1;0;EM;23.05.2024;23.05.2034;Stredni
0284896;0;0;1;EM;23.05.2024;23.05.2034;Stredni
0284976;1;1;0;EM;30.01.2026;01.01.2050;Stredni
0284978;0;0;1;EM;30.01.2026;01.01.2050;Stredni
0284979;1;1;0;EM;30.01.2026;01.01.2050;Stredni
0284980;0;0;1;EM;30.01.2026;01.01.2050;Stredni
0284981;1;1;0;EM;30.01.2026;01.01.2050;Stredni
0284992;1;1;0;EM;19.01.2026;01.01.2050;Stredni
0285000;1;1;0;EM;19.01.2026;01.01.2050;Stredni
0285006;1;1;0;EM;19.01.2026;01.01.2050;Stredni
0285015;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0285025;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0285039;0;0;1;EM;20.12.2023;20.12.2033;Stredni
0285312;0;0;1;EM;28.11.2025;01.01.2050;Stredni
0285316;0;0;1;EM;28.11.2025;01.01.2050;Stredni
0285317;1;1;0;EM;28.11.2025;01.01.2050;Stredni
0285320;0;0;1;EM;28.11.2025;01.01.2050;Stredni
0285322;1;1;0;EM;28.11.2025;01.01.2050;Stredni
0285325;1;1;0;EM;28.11.2025;01.01.2050;Stredni
0285940;0;0;1;EM;28.11.2025;01.01.2050;Stredni
0285941;1;1;0;EM;28.11.2025;01.01.2050;Stredni
0285943;1;1;0;EM;28.11.2025;01.01.2050;Stredni
0286043;1;1;0;EM;14.10.2024;01.01.2050;Stredni
0286098;1;1;0;EM;04.08.2025;01.01.2050;Stredni
0286146;1;1;0;EM;03.07.2024;03.07.2034;Stredni
0286148;0;0;1;EM;03.07.2024;03.07.2034;Stredni
0286149;0;0;1;EM;03.07.2024;03.07.2034;Stredni
0286154;0;0;1;EM;03.07.2024;03.07.2034;Stredni
0286157;0;0;1;EM;03.07.2024;03.07.2034;Stredni
0286296;1;1;0;EM;03.09.2025;01.01.2050;Stredni
0286312;1;1;0;EM;04.08.2025;01.01.2050;Stredni
0286386;1;1;0;EM;20.11.2025;01.01.2050;Stredni
0289177;1;1;0;DHPC;12.09.2025;12.03.2026;Vysoka
0289293;1;1;0;EM;29.03.2021;29.03.2031;Stredni
0289293;0;0;1;EM;29.03.2021;29.03.2031;Stredni
0289296;1;1;0;EM;29.03.2021;29.03.2031;Stredni
0289298;0;0;1;EM;29.03.2021;29.03.2031;Stredni
0289375;1;1;0;EM;16.02.2024;16.02.2034;Stredni
0289379;1;1;0;EM;16.02.2024;16.02.2034;Stredni
0289380;1;1;0;EM;16.02.2024;16.02.2034;Stredni
0289491;1;1;1;DI;07.04.2025;07.04.2027;Stredni
0289496;1;1;1;DI;07.04.2025;07.04.2027;Stredni
0289499;1;1;1;DI;07.04.2025;07.04.2027;Stredni
0290023;0;0;1;EM;07.10.2025;01.01.2050;Stredni
0500333;1;1;0;EM;02.03.2020;02.03.2030;Stredni
0500553;0;0;1;EM;20.12.2023;20.12.2033;Stredni
0500788;1;1;0;EM;28.11.2025;01.01.2050;Stredni
0500872;0;0;1;EM;16.06.2025;01.01.2050;Stredni
0500874;1;1;0;EM;16.06.2025;01.01.2050;Stredni
0500874;0;0;1;EM;16.06.2025;01.01.2050;Stredni
0500970;1;1;0;EM;03.07.2024;03.07.2034;Stredni
0500971;1;1;0;EM;03.07.2024;03.07.2034;Stredni
0024393;0;0;1;EM;06.06.2024;06.06.2034;Stredni
0024394;0;0;1;EM;06.06.2024;06.06.2034;Stredni
0024395;1;1;0;EM;06.06.2024;06.06.2034;Stredni
0024396;0;0;1;EM;06.06.2024;06.06.2034;Stredni
0024398;1;1;0;EM;06.06.2024;06.06.2034;Stredni
0024402;1;1;0;EM;06.06.2024;06.06.2034;Stredni
0024404;0;0;1;EM;06.06.2024;06.06.2034;Stredni
0120531;0;0;1;EM;20.12.2023;20.12.2033;Stredni
0120537;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0120538;0;0;1;EM;20.12.2023;20.12.2033;Stredni
0120542;0;0;1;EM;20.12.2023;20.12.2033;Stredni
0120543;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0120545;0;0;1;EM;20.12.2023;20.12.2033;Stredni
0029024;0;0;1;EM;28.02.2024;28.02.2034;Stredni
0029245;1;1;0;EM;15.03.2018;15.03.2028;Stredni
0029246;1;1;0;EM;15.03.2018;15.03.2028;Stredni
0029392;0;0;1;EM;31.05.2023;31.05.2033;Stredni
0029395;1;1;0;EM;31.05.2023;31.05.2033;Stredni
0029395;1;0;0;OP;01.07.2024;31.12.2050;Stredni
0066528;1;1;0;DI;14.10.2024;14.04.2026;Stredni
0067237;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0067238;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0067268;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0075296;1;1;0;EM;06.06.2024;06.06.2034;Stredni
0024407;1;1;0;EM;06.06.2024;06.06.2034;Stredni
0024408;0;0;1;EM;06.06.2024;06.06.2034;Stredni
0024422;0;0;1;EM;06.06.2024;06.06.2034;Stredni
0120556;0;0;1;EM;20.12.2023;20.12.2033;Stredni
0120558;0;0;1;EM;20.12.2023;20.12.2033;Stredni
0120931;1;1;1;DI;24.02.2025;24.02.2027;Stredni
0029429;1;1;0;EM;31.01.2024;31.01.2034;Stredni
0029717;1;1;0;EM;02.11.2018;02.11.2028;Stredni
0030020;1;1;0;DI;10.09.2024;10.09.2026;Stredni
0030889;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0031007;1;1;1;DI;18.03.2024;18.03.2026;Stredni
0031056;1;1;0;DHPC;12.09.2025;12.03.2026;Vysoka
0075595;1;1;0;EM;31.05.2017;31.05.2027;Stredni
0075856;0;0;1;EM;23.05.2024;23.05.2034;Stredni
0096549;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0098631;0;0;1;EM;20.12.2023;20.12.2033;Stredni
0122862;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0123268;1;1;0;EM;02.11.2018;02.11.2028;Stredni
0125439;1;1;1;DI;26.06.2025;26.06.2027;Stredni
0125443;1;1;0;EM;06.06.2024;06.06.2034;Stredni
0081491;1;1;0;DHPC;12.09.2025;12.03.2026;Vysoka
0081492;1;1;0;DHPC;12.09.2025;12.03.2026;Vysoka
0081493;1;1;0;DHPC;12.09.2025;12.03.2026;Vysoka
0085055;0;0;1;EM;20.12.2023;20.12.2033;Stredni
0085072;0;0;1;EM;20.12.2023;20.12.2033;Stredni
0085091;0;0;1;EM;20.12.2023;20.12.2033;Stredni
0085233;1;1;1;DI;07.04.2025;07.04.2027;Stredni
0085236;1;1;1;DI;07.04.2025;07.04.2027;Stredni
0085237;1;1;1;DI;07.04.2025;07.04.2027;Stredni
0099999;0;0;1;EM;20.12.2023;20.12.2033;Stredni
0100972;0;0;1;EM;02.11.2018;02.11.2028;Stredni
0101882;0;0;1;EM;06.06.2024;06.06.2034;Stredni
0125444;1;1;0;DI;29.04.2024;29.04.2026;Stredni
0126787;1;1;0;EM;31.05.2017;31.05.2027;Stredni
0127173;1;1;0;DHPC;12.09.2025;12.03.2026;Vysoka
0041501;1;1;0;DI;16.02.2026;16.02.2028;Stredni
0042312;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0042314;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0042325;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0086780;1;1;1;DI;29.09.2025;29.09.2027;Stredni
0087739;0;0;1;EM;25.09.2025;01.01.2050;Stredni
0087740;1;1;0;EM;25.09.2025;01.01.2050;Stredni
0088070;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0101883;0;0;1;EM;06.06.2024;06.06.2034;Stredni
0101885;1;1;0;EM;06.06.2024;06.06.2034;Stredni
0101887;1;1;0;EM;06.06.2024;06.06.2034;Stredni
0101891;1;1;0;EM;06.06.2024;06.06.2034;Stredni
0101893;1;1;0;EM;06.06.2024;06.06.2034;Stredni
0101895;0;0;1;EM;06.06.2024;06.06.2034;Stredni
0128531;0;0;1;EM;08.06.2017;08.06.2027;Stredni
0129487;1;0;0;OP;01.07.2024;31.12.2050;Stredni
0129661;1;1;0;EM;05.10.2023;05.10.2033;Stredni
0129929;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0131001;0;0;1;EM;20.12.2023;20.12.2033;Stredni
0042331;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0042333;0;0;1;EM;20.12.2023;20.12.2033;Stredni
0042335;0;0;1;EM;20.12.2023;20.12.2033;Stredni
0042335;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0042469;1;1;0;DI;02.02.2026;02.02.2028;Stredni
0042525;1;0;0;OP;01.07.2024;31.12.2050;Stredni
0088538;1;1;0;DI;04.09.2025;04.03.2026;Stredni
0090020;1;1;1;DI;18.03.2024;18.03.2026;Stredni
0101899;0;0;1;EM;06.06.2024;06.06.2034;Stredni
0102979;1;0;0;OP;01.07.2024;31.12.2050;Stredni
0131006;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0131009;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0131928;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0131934;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0042824;1;1;0;DHPC;08.09.2025;08.03.2026;Vysoka
0044565;1;1;0;DI;04.09.2025;04.03.2026;Stredni
0044576;1;1;0;DI;04.09.2025;04.03.2026;Stredni
0090798;0;0;1;EM;20.12.2023;20.12.2033;Stredni
0091302;0;0;1;EM;20.12.2023;20.12.2033;Stredni
0091420;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0091439;0;0;1;EM;20.12.2023;20.12.2033;Stredni
0091442;0;0;1;EM;20.12.2023;20.12.2033;Stredni
0091824;0;0;1;EM;20.12.2023;20.12.2033;Stredni
0104316;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0104317;0;0;1;EM;20.12.2023;20.12.2033;Stredni
0104318;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0104330;0;0;1;EM;20.12.2023;20.12.2033;Stredni
0104331;0;0;1;EM;20.12.2023;20.12.2033;Stredni
0132588;1;1;0;EM;06.06.2024;06.06.2034;Stredni
0132607;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0132674;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0132738;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0044681;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0045533;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0045534;0;0;1;EM;20.12.2023;20.12.2033;Stredni
0045541;0;0;1;EM;20.12.2023;20.12.2033;Stredni
0045542;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0091893;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0093077;1;1;1;DI;02.07.2024;02.07.2026;Stredni
0093115;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0093899;0;0;1;EM;20.12.2023;20.12.2033;Stredni
0094194;0;0;1;EM;20.12.2023;20.12.2033;Stredni
0094330;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0104336;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0104337;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0104338;0;0;1;EM;20.12.2023;20.12.2033;Stredni
0104340;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0104341;0;0;1;EM;20.12.2023;20.12.2033;Stredni
0104343;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0104348;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0132819;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0132820;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0132832;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0132835;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0132850;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0045568;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0045574;0;0;1;EM;20.12.2023;20.12.2033;Stredni
0045576;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0046408;1;0;0;OP;01.07.2024;31.12.2050;Stredni
0046967;1;0;0;OP;01.07.2024;31.12.2050;Stredni
0046969;1;0;0;OP;01.07.2024;31.12.2050;Stredni
0046993;1;1;0;EM;22.05.2024;22.05.2034;Stredni
0047091;1;1;0;EM;25.09.2025;01.01.2050;Stredni
0047133;1;1;0;DI;10.09.2024;10.09.2026;Stredni
0000709;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0001076;1;1;1;DI;09.06.2025;09.06.2027;Stredni
0003418;0;0;1;EM;15.02.2024;01.01.2050;Stredni
0104356;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0104358;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0104363;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0104364;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0104366;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0104367;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0106076;1;1;0;DHPC;12.09.2025;12.03.2026;Vysoka
0024425;0;0;1;EM;06.06.2024;06.06.2034;Stredni
0024436;0;0;1;EM;06.06.2024;06.06.2034;Stredni
0047508;1;1;1;DI;21.04.2025;21.04.2027;Stredni
0047715;1;1;1;DI;16.12.2024;16.12.2026;Stredni
0003902;1;0;0;OP;01.07.2024;31.12.2050;Stredni
0004353;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0010183;1;1;1;DI;07.04.2025;07.04.2027;Stredni
0010185;1;1;1;DI;07.04.2025;07.04.2027;Stredni
0106096;1;1;0;DHPC;12.09.2025;12.03.2026;Vysoka
0106097;1;1;0;DHPC;12.09.2025;12.03.2026;Vysoka
0024437;0;0;1;EM;06.06.2024;06.06.2034;Stredni
0024446;1;1;0;EM;06.06.2024;06.06.2034;Stredni
0024448;1;1;0;EM;06.06.2024;06.06.2034;Stredni
0050441;1;1;0;EM;03.08.2020;03.08.2030;Stredni
0010593;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0010611;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0011728;1;1;0;EM;04.07.2017;04.07.2027;Stredni
0012172;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0107580;1;1;1;DI;18.03.2024;18.03.2026;Stredni
0107849;1;1;1;DI;18.03.2024;18.03.2026;Stredni
0111937;1;1;0;DHPC;12.09.2025;12.03.2026;Vysoka
0111938;1;1;0;DHPC;12.09.2025;12.03.2026;Vysoka
0111939;1;1;0;DHPC;12.09.2025;12.03.2026;Vysoka
0113408;0;0;1;EM;30.01.2026;01.01.2050;Stredni
0024453;1;1;0;EM;06.06.2024;06.06.2034;Stredni
0024455;1;1;0;EM;06.06.2024;06.06.2034;Stredni
0025000;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0025483;1;1;0;EM;01.12.2021;01.01.2050;Stredni
0025483;0;0;1;EM;01.12.2021;01.01.2050;Stredni
0050979;1;1;0;DHPC;12.09.2025;12.03.2026;Vysoka
0050980;1;1;0;DHPC;12.09.2025;12.03.2026;Vysoka
0053344;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0053503;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0054351;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0014430;1;1;1;DI;18.03.2024;18.03.2026;Stredni
0015634;1;1;0;DHPC;08.09.2025;08.03.2026;Vysoka
0015833;0;0;1;EM;20.12.2023;20.12.2033;Stredni
0015833;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0015837;0;0;1;EM;20.12.2023;20.12.2033;Stredni
0113409;1;1;0;EM;30.01.2026;01.01.2050;Stredni
0113411;0;0;1;EM;30.01.2026;01.01.2050;Stredni
0113412;1;1;0;EM;30.01.2026;01.01.2050;Stredni
0025569;1;1;0;EM;20.04.2020;20.04.2030;Stredni
0025671;1;1;0;EM;22.03.2016;22.03.2026;Stredni
0026096;1;1;0;EM;02.05.2024;02.05.2034;Stredni
0026098;1;1;0;EM;02.05.2024;02.05.2034;Stredni
0026100;1;1;0;EM;08.09.2016;08.09.2026;Stredni
0026254;0;0;1;EM;13.05.2019;13.05.2029;Stredni
0055870;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0055874;0;0;1;EM;20.12.2023;20.12.2033;Stredni
0055877;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0056570;1;1;0;DI;26.11.2024;26.11.2026;Stredni
0015847;0;0;1;EM;20.12.2023;20.12.2033;Stredni
0015853;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0015855;0;0;1;EM;20.12.2023;20.12.2033;Stredni
0015860;0;0;1;EM;20.12.2023;20.12.2033;Stredni
0113417;1;1;0;EM;30.01.2026;01.01.2050;Stredni
0113417;0;0;1;EM;30.01.2026;01.01.2050;Stredni
0113418;0;0;1;EM;30.01.2026;01.01.2050;Stredni
0113419;1;1;0;EM;30.01.2026;01.01.2050;Stredni
0114364;1;0;0;OP;01.07.2024;31.12.2050;Stredni
0026257;1;1;0;EM;13.05.2019;13.05.2029;Stredni
0026259;0;0;1;EM;13.05.2019;13.05.2029;Stredni
0026516;1;1;0;EM;31.10.2025;01.01.2050;Stredni
0057713;0;0;1;EM;06.06.2024;06.06.2034;Stredni
0057714;1;1;0;EM;06.06.2024;06.06.2034;Stredni
0015861;0;0;1;EM;20.12.2023;20.12.2033;Stredni
0015862;0;0;1;EM;20.12.2023;20.12.2033;Stredni
0016048;1;1;0;EM;26.03.2024;26.03.2034;Stredni
0016904;1;1;0;DHPC;12.09.2025;12.03.2026;Vysoka
0017454;1;1;0;EM;31.05.2017;31.05.2027;Stredni
0017454;0;0;1;EM;31.05.2017;31.05.2027;Stredni
0017457;0;0;1;EM;31.05.2017;31.05.2027;Stredni
0017458;1;1;0;EM;31.05.2017;31.05.2027;Stredni
0117691;1;1;0;EM;22.03.2016;22.03.2026;Stredni
0117695;1;1;0;EM;22.03.2016;22.03.2026;Stredni
0117697;1;1;0;EM;22.03.2016;22.03.2026;Stredni
0117856;1;1;0;DHPC;12.09.2025;12.03.2026;Vysoka
0117857;1;1;0;DHPC;12.09.2025;12.03.2026;Vysoka
0117863;1;1;0;DHPC;12.09.2025;12.03.2026;Vysoka
0026895;0;0;1;EM;07.12.2023;07.12.2033;Stredni
0027451;1;1;0;EM;28.11.2025;01.01.2050;Stredni
0058069;1;1;0;DHPC;08.09.2025;08.03.2026;Vysoka
0018699;1;1;0;EM;02.11.2018;02.11.2028;Stredni
0018961;1;1;0;EM;02.11.2018;02.11.2028;Stredni
0018965;0;0;1;EM;02.11.2018;02.11.2028;Stredni
0020913;1;1;0;DI;16.02.2026;16.02.2028;Stredni
0118331;1;1;0;DHPC;12.09.2025;12.03.2026;Vysoka
0118774;1;1;0;EM;05.10.2023;05.10.2033;Stredni
0118791;1;1;0;EM;05.10.2023;05.10.2033;Stredni
0118793;1;1;0;EM;05.10.2023;05.10.2033;Stredni
0120497;0;0;1;EM;20.12.2023;20.12.2033;Stredni
0027909;0;0;1;EM;31.10.2025;01.01.2050;Stredni
0027918;0;0;1;EM;20.04.2020;20.04.2030;Stredni
0024383;0;0;1;EM;06.06.2024;06.06.2034;Stredni
0024384;0;0;1;EM;06.06.2024;06.06.2034;Stredni
0024385;1;1;0;EM;06.06.2024;06.06.2034;Stredni
0024387;1;1;0;EM;06.06.2024;06.06.2034;Stredni
0120508;0;0;1;EM;20.12.2023;20.12.2033;Stredni
0120510;0;0;1;EM;20.12.2023;20.12.2033;Stredni
0120527;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0028151;1;1;0;DI;24.10.2025;24.04.2026;Stredni
0028238;0;0;1;EM;16.02.2018;16.02.2028;Stredni
0028239;1;1;0;EM;16.02.2018;16.02.2028;Stredni
0186884;1;1;0;EM;09.12.2022;09.12.2032;Stredni
0186891;0;0;1;EM;09.12.2022;09.12.2032;Stredni
0187122;1;1;0;EM;26.03.2024;26.03.2034;Stredni
0187125;1;1;0;EM;26.03.2024;26.03.2034;Stredni
0202713;0;0;1;EM;13.05.2019;13.05.2029;Stredni
0202719;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0202721;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0202875;1;1;0;EM;15.02.2024;01.01.2050;Stredni
0151922;1;1;1;DI;02.02.2026;02.02.2028;Stredni
0152029;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0152030;0;0;1;EM;20.12.2023;20.12.2033;Stredni
0152030;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0152033;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0152039;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0167451;0;0;1;EM;27.11.2020;27.11.2030;Stredni
0167679;1;1;0;EM;21.09.2022;21.09.2032;Stredni
0187267;1;1;0;EM;05.10.2023;05.10.2033;Stredni
0187428;1;1;0;DI;10.09.2024;10.09.2026;Stredni
0188774;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0189139;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0189140;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0189228;0;0;1;EM;07.12.2023;07.12.2033;Stredni
0202917;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0203296;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0203555;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0203634;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0203765;1;1;0;EM;23.05.2024;23.05.2034;Stredni
0203765;0;0;1;EM;23.05.2024;23.05.2034;Stredni
0204337;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0204339;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0205776;1;0;0;OP;01.07.2024;31.12.2050;Stredni
0152059;0;0;1;EM;20.12.2023;20.12.2033;Stredni
0152063;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0167866;0;0;1;EM;02.11.2018;02.11.2028;Stredni
0167980;0;0;1;EM;08.09.2016;08.09.2026;Stredni
0189492;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0189631;0;0;1;EM;07.12.2023;07.12.2033;Stredni
0189641;0;0;1;EM;07.12.2023;07.12.2033;Stredni
0189642;0;0;1;EM;07.12.2023;07.12.2033;Stredni
0189732;1;0;0;OP;01.07.2024;31.12.2050;Stredni
0205853;0;0;1;EM;02.11.2018;02.11.2028;Stredni
0205855;1;1;0;EM;02.11.2018;02.11.2028;Stredni
0205856;1;1;0;EM;02.11.2018;02.11.2028;Stredni
0205856;0;0;1;EM;02.11.2018;02.11.2028;Stredni
0206100;0;0;1;EM;02.12.2019;02.12.2029;Stredni
0206101;1;1;0;EM;02.12.2019;02.12.2029;Stredni
0152106;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0152140;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0154661;1;1;1;DI;18.03.2024;18.03.2026;Stredni
0154666;1;1;1;DI;18.03.2024;18.03.2026;Stredni
0154673;1;1;1;DI;18.03.2024;18.03.2026;Stredni
0154681;1;1;1;DI;18.03.2024;18.03.2026;Stredni
0154683;1;1;1;DI;18.03.2024;18.03.2026;Stredni
0168121;1;1;0;EM;22.03.2016;22.03.2026;Stredni
0168329;1;1;0;EM;10.12.2024;10.12.2034;Stredni
0168371;1;1;0;EM;16.02.2024;16.02.2034;Stredni
0168395;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0168462;1;1;0;EM;26.09.2025;01.01.2050;Stredni
0168816;0;0;1;EM;07.10.2025;01.01.2050;Stredni
0168897;1;1;0;EM;01.10.2025;01.01.2050;Stredni
0190548;1;1;0;EM;25.06.2021;25.06.2031;Stredni
0207309;0;0;1;EM;07.12.2023;07.12.2033;Stredni
0207509;1;1;0;DHPC;12.09.2025;12.03.2026;Vysoka
0207510;1;1;0;DHPC;12.09.2025;12.03.2026;Vysoka
0207512;1;1;0;DHPC;12.09.2025;12.03.2026;Vysoka
0154688;1;1;1;DI;18.03.2024;18.03.2026;Stredni
0154696;1;1;1;DI;18.03.2024;18.03.2026;Stredni
0154814;1;1;0;EM;02.01.2018;02.01.2028;Stredni
0169049;1;1;0;DHPC;12.09.2025;12.03.2026;Vysoka
0169056;1;1;0;DHPC;12.09.2025;12.03.2026;Vysoka
0193503;1;1;0;EM;16.02.2024;16.02.2034;Stredni
0193631;0;0;1;EM;22.01.2024;22.01.2034;Stredni
0193647;1;1;0;EM;03.02.2025;03.02.2035;Stredni
0207849;0;0;1;EM;25.06.2021;25.06.2031;Stredni
0154869;1;1;0;EM;06.01.2025;06.01.2035;Stredni
0154870;0;0;1;EM;06.01.2025;06.01.2035;Stredni
0154871;0;0;1;EM;06.01.2025;06.01.2035;Stredni
0154873;0;0;1;EM;06.01.2025;06.01.2035;Stredni
0169104;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0169294;0;0;1;EM;20.12.2023;20.12.2033;Stredni
0169295;0;0;1;EM;20.12.2023;20.12.2033;Stredni
0169295;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0169296;0;0;1;EM;20.12.2023;20.12.2033;Stredni
0169296;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0193649;0;0;1;EM;03.02.2025;03.02.2035;Stredni
0193736;1;1;0;EM;08.09.2016;08.09.2026;Stredni
0209343;0;0;1;EM;25.06.2024;25.06.2034;Stredni
0209344;0;0;1;EM;25.06.2024;25.06.2034;Stredni
0209347;1;1;0;EM;31.03.2021;31.03.2031;Stredni
0209347;0;0;1;EM;25.06.2024;25.06.2034;Stredni
0155250;1;1;1;DI;18.03.2024;18.03.2026;Stredni
0169731;1;1;0;DHPC;12.09.2025;12.03.2026;Vysoka
0170368;1;1;0;EM;02.01.2018;02.01.2028;Stredni
0170509;1;1;0;EM;02.01.2018;02.01.2028;Stredni
0171029;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0171030;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0172044;1;1;0;DI;10.09.2024;10.09.2026;Stredni
0172227;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0172228;0;0;1;EM;20.11.2020;20.11.2030;Stredni
