KOD_SUKL;DATOD;DATDO;POVOL_BALENI;UCEL;PRACOVISTE;DISTRIBUTOR;POZNAMKA;PREDKLADATEL;VYROBCE
0285950;20.10.2025;31.08.2028;3;Zabezpeèení léèivého pøípravku IRENAT TROPFEN v rámci vnitøního traumatologického plánu Jaderné elektrárny Dukovany v pøípadì radiaèní mimoøádné události jako antidota pøi intoxikaci radioaktivním jódem pøi alergii na jód.;Dümed s.r.o. (ordinace všeobecného praktického lékaøe), Dukovany 269, 675 50 Dukovany;PHOENIX lékárenskı velkoobchod, s.r.o., K pérovnì 945/7, Hostivaø, 102 00 Praha 10;;Dümed s.r.o., Sadová 423, 675 55 Hrotovice;MoNo chem-pharm Produkte GmbH, Leystraße 129, 1200 Wien, Rakousko
0285950;02.10.2025;31.07.2029;160;Zabezpeèení zásoby antidota pro léèbu osob kontaminovanıch radionuklidy v rámci Støedisek speciální zdravotní péèe o osoby ozáøené pøi radiaèních nehodách (SSZP) a v jinıch zdravotnickıch zaøízeních v Èeské republice a zabezpeèení léèivého pøípravku pro léèbu v souladu se souhrnem údajù o pøípravku pro potøebu zdravotnickıch zaøízení v Èeské republice.;"Poskytovatelé zdravotních slueb formou ambulantní nebo lùkové péèe a Støediska speciální zdravotní péèe o osoby ozáøené pøi radiaèních nehodách (SSZP). Koordinaci léèebného programu zabezpeèuje Toxikologické informaèní støedisko Kliniky pracovního lékaøství Všeobecné fakultní nemocnice v Praze.
Dle souhrnu údajù o pøípravku:
Pro léèbu hypertyreózy, pro blokování štítné lázy pøi scintigrafickém vyšetøení jinıch orgánù radioaktivnì znaèenım jódem nebo pøi imunoscintigrafii k detekci nádoru s protilátkami znaèenımi radioaktivním jódem. K detekci vrozené poruchy organifikace jódu (chloristanovı vyluèovací test). Dle souhrnu údajù o pøípravku je pøípravek urèen pro dìti a dospìlé.
Dle Pracovního postupu ? Zajištìní hospitalizace a péèe o ozáøené osoby (PP-VFN-052): Léèba vnitøní kontaminace radionuklidy jódu, podává se místo jodidu draselného u alergikù na jód.";PHOENIX lékárenskı velkoobchod, s.r.o., K Pérovnì 945/7, Hostivaø, 102 00 Praha 10;;Všeobecná fakultní nemocnice v Praze, U nemocnice 2/499, 128 08 Praha 2;MoNo chem-pharm Produkte GmbH, Leystraße 129, 1200 Wien, Rakousko
0289172;29.10.2025;31.10.2027;250;Zajištìní pokraèování léèby dìtského pacienta s metachromatickou leukodystrofií neregistrovanım léèivım pøípravkem SHP611 (HGT1110, TAK-611, rhASA), kterı uíval v rámci klinického hodnocení EU CT number 2024-514403-34-00 (èíslo protokolu HGT-MLD-071) a mìl z této léèby pøínos, po ukonèení klinického hodnocení. Léèba v rámci tohoto programu je moná do pøípadné progrese onemocnìní, neakceptovatelné toxicity nebo do odvolání souhlasu s léèbou ze strany zákonnıch zástupcù pacienta.;Klinika dìtské neurologie, Fakultní nemocnice Brno ? Dìtská nemocnice, Èernopolní 9, 613 00 Brno.;"Fisher Clinical Services GmbH, Im Wörth/3, Weil am Rhein, D-79576 Nìmecko (sídlo); Fisher Clinical Services GmbH ? Marie-Curie-Strasse 16, Rheinfelden (Baden) D-79618, Nìmecko (sklad)";;Takeda Development Center Americas, Inc., se sídlem Kendall Street 500, Cambridge, MA 02142, USA zastoupená spoleèností PPD Czech Republic, s.r.o., se sídlem Budìjovická Alej, Antala Staška 2027/79, 140 00 Praha 4, IÈO: 636 71 077;Takeda Manufacturing Austria AG, Industriestraße 67, 1221 Vienna, Rakousko
0289217;11.11.2025;31.10.2027;8000;"Zajištìní léèivého pøípravku s léèivou látkou itrakonazol v lékové formì perorálního roztoku k léèbì orální a/nebo ezofageální kandidózy u HIV pozitivních pacientù nebo jinak imunokompromitovanıch pacientù a k profylaxi hlubokıch mykotickıch infekcí, u nich se pøedpokládá citlivost na itrakonazol, pokud je standardní léèba povaována za nevhodnou; u pacientù s hematologickou malignitou nebo u pacientù podstupujících transplantaci kostní døenì, u nich se oèekává neutropenie (tj. < 500 bunìk/mikrolitr). Bezpeènost a úèinnost léèivého pøípravku Itraconazole/Kleva u dìtí nebyla stanovena. Pouití léèivého pøípravku Itraconazole/Kleva u pediatrickıch pacientù se nedoporuèuje, pokud není zjištìno, e potenciální pøínos pøevauje nad potenciálním rizikem.";Poskytovatelé zdravotních slueb formou ambulantní a lùkové péèe poskytující péèi v oborech hematologie a transfuzní lékaøství, dìtská onkologie a hematologie, infekèní lékaøství, specializované pracovištì ? transplantaèní centrum, klinická onkologie, dìtská onkologie a hematologie, radiaèní onkologie a onkogynekologie, otorinolaryngologie a chirurgie hlavy a krku, dìtská otorinolaryngologie, foniatrie.;Olikla s.r.o., Námìstí Smiøickıch 42, 281 63 Kostelec nad Èernımi lesy;;Olikla s.r.o., Námìstí Smiøickıch 42, 281 63 Kostelec nad Èernımi lesy;KLEVA Pharmaceuticals SA, 189 Parnithos Ave., 136 75 Acharnes ? Attiki, Øecko
0289243;18.11.2025;30.11.2027;72;"Zpøístupnìní léèby nerandomilastem pro pacienty starších 40 let s idiopatickou plicní fibrózou (IPF) a pro pacienty starších 18 let s progresivní plicní fibrózou (PPF) po splnìní kritérií uvedenıch v èásti 4.3. dokumentu Léèebnı plán pro perorální podávání nerandomilastu v rámci specifického léèebného programu u pacientù s IPF nebo PPF. Léèba nerandomilastem v rámci léèebného programu bude urèena pro pacienty:
-netolerující antifibrotickou léèbu nebo u kterıch je antifibrotická léèba kontraindikována, nebo
-u kterıch dochází k progresi onemocnìní pøes probíhající antifibrotickou léèbu, nebo
-k doplnìní antifibrotické léèby.";"- Pneumologická klinika 1.LF UK a FTN, Fakultní Thomayerova nemocnice, Vídeòská 800, 140 59 Praha 4 - Krè,
- I. klinika tuberkulózy a respiraèních nemocí, Všeobecná fakultní nemocnice v Praze, U Nemocnice 499/2, 128 08 Praha 2,
- Klinika pneumologie FNB a 3. LF UK, Fakultní nemocnice Bulovka, Budínova 67/2, 180 81 Praha 8 - Libeò,
- Klinika pneumologie a ftizeologie, Fakultní nemocnice Plzeò, Edvarda Beneše 1128/13, 301 00 Plzeò-Bory,
- Plicní klinika, Fakultní nemocnice Hradec Králové, Sokolská 581, 500 05 Hradec Králové - Novı Hradec,
- Klinika plicních nemocí a tuberkulózy, Fakultní nemocnice Olomouc, Zdravotníkù 248/7, 779 00 Olomouc,
- Klinika nemocí plicních a TBC, Fakultní nemocnice Brno, Jihlavská 20, 625 00 Brno,
- Plicní oddìlení, Nemocnice Jihlava, pøíspìvková organizace, Vrchlického 59, 586 01 Jihlava.";Almac Clinical Services Limited, 9 Charlestown Road, Seagoe Industrial Estate, Craigavon, BT63 5PW Velká Británie.;;Binger Strasse 173, 55216 Ingelheim am Rhein, Nìmecko zastoupené spoleèností Boehringer Ingelheim, spol. s r.o., se sídlem Purkyòova 2121/3, Nové Mìsto, 110 00 Praha 1;Boehringer Ingelheim Pharma GmbH & Co KG, Birkendorfer Strasse 65, 88397 Biberach an der Riss, Nìmecko
0289244;18.11.2025;30.11.2027;700;"Zpøístupnìní léèby nerandomilastem pro pacienty starších 40 let s idiopatickou plicní fibrózou (IPF) a pro pacienty starších 18 let s progresivní plicní fibrózou (PPF) po splnìní kritérií uvedenıch v èásti 4.3. dokumentu Léèebnı plán pro perorální podávání nerandomilastu v rámci specifického léèebného programu u pacientù s IPF nebo PPF. Léèba nerandomilastem v rámci léèebného programu bude urèena pro pacienty:
-netolerující antifibrotickou léèbu nebo u kterıch je antifibrotická léèba kontraindikována, nebo
-u kterıch dochází k progresi onemocnìní pøes probíhající antifibrotickou léèbu, nebo
-k doplnìní antifibrotické léèby.";"- Pneumologická klinika 1.LF UK a FTN, Fakultní Thomayerova nemocnice, Vídeòská 800, 140 59 Praha 4 - Krè,
- I. klinika tuberkulózy a respiraèních nemocí, Všeobecná fakultní nemocnice v Praze, U Nemocnice 499/2, 128 08 Praha 2,
- Klinika pneumologie FNB a 3. LF UK, Fakultní nemocnice Bulovka, Budínova 67/2, 180 81 Praha 8 - Libeò,
- Klinika pneumologie a ftizeologie, Fakultní nemocnice Plzeò, Edvarda Beneše 1128/13, 301 00 Plzeò-Bory,
- Plicní klinika, Fakultní nemocnice Hradec Králové, Sokolská 581, 500 05 Hradec Králové - Novı Hradec,
- Klinika plicních nemocí a tuberkulózy, Fakultní nemocnice Olomouc, Zdravotníkù 248/7, 779 00 Olomouc,
- Klinika nemocí plicních a TBC, Fakultní nemocnice Brno, Jihlavská 20, 625 00 Brno,
- Plicní oddìlení, Nemocnice Jihlava, pøíspìvková organizace, Vrchlického 59, 586 01 Jihlava.";Almac Clinical Services Limited, 9 Charlestown Road, Seagoe Industrial Estate, Craigavon, BT63 5PW Velká Británie.;;Binger Strasse 173, 55216 Ingelheim am Rhein, Nìmecko zastoupené spoleèností Boehringer Ingelheim, spol. s r.o., se sídlem Purkyòova 2121/3, Nové Mìsto, 110 00 Praha 1;Boehringer Ingelheim Pharma GmbH & Co KG, Birkendorfer Strasse 65, 88397 Biberach an der Riss, Nìmecko
0289245;18.11.2025;30.11.2027;1500;Zajištìní monosti léèby pacienta léèivım pøípravkem EXONDYS 51 s Duchennovou svalovou dystrofií (DMD), u nìho byla potvrzena mutace genu DMD s delecemi pøístupnımi pøeskoèení exonu 51. Specifickı léèebnı program je urèen k pokraèování léèby eteplirsenem dìtského pacienta, kterı se úèastnil klinického hodnocení EU CT Number 2024-511492-15-00.;Klinika dìtské neurologie 2. LF UK a FN Motol, Fakultní nemocnice v Motole, V Úvalu 84, 150 06 Praha 5;BioMedica EE s.r.o. o., P.V. Rovnianka 5136/11, Martin, 03601, Slovensko;;BioMedica EE s.r.o. o., P.V. Rovnianka 5136/11, Martin, 03601, Slovensko;Sarepta Therapeutics, Inc., 215 First Street, Cambridge, MA 02142, USA
0289246;20.11.2025;31.10.2027;160;Zpøístupnìní rilzabrutinibu pro léèbu dospìlıch pacientù s perzistující èi chronickou imunitní trombocytopenií (ITP), kteøí se úèastnili klinického hodnocení EU CT Number 2023-509397-39-00.;"- Interní hematologická a onkologická klinika, Fakultní nemocnice Brno, Jihlavská 340/20, 625 00 Brno-Bohunice,
- I. Interní klinika ? klinika hematologie, Všeobecná fakultní nemocnice v Praze, U Nemocnice 499/2, 128 08 Praha 2.";Clinigen Ireland Limited, Unit 12 Boeing Road, Airways Industrial Estate, Santry, Dublin, D17 K684 Irsko.;;Sanofi-Aventis Recherche & Développement, se sídlem 82 Avenue Raspail, 94250 Gentilly, Francie zastoupená spoleèností Clinigen Healthcare Ltd., se sídlem Pitcairn House Crown Square, Centrum 100, Burton On Trent, Staffordshire, DE14 2WW, Spojené království Velké Británie a Severního Irska;Clinigen Clinical Supplies Management GmbH, Am Kronberger Hang 3, 65824 Schwalbach am Taunus, Nìmecko
0289384;18.12.2025;30.09.2030;31500;"Zajištìní léèivého pøípravku s léèivou látkou tamoxifen pro paliativní a adjuvantní léèbu
karcinomu prsu s pozitivními estrogenovımi receptory.";"Poskytovatelé zdravotních slueb formou ambulantní a lùkové péèe se
specializací v oborech klinická onkologie, dìtská onkologie a hematologie, radiaèní
onkologie a onkogynekologie.";Olikla s.r.o., Námìstí Smiøickıch 42, 281 63 Kostelec nad Èernımi lesy;"V souladu s tímto rozhodnutím je léèivı pøípravek moné distribuovat do 30. 9. 2026.
Léèivı pøípravek dodanı do lékáren je moné vydávat a pouívat pøi poskytování
zdravotních slueb po dobu jeho doby pouitelnosti.";Olikla s.r.o., Námìstí Smiøickıch 42, 281 63 Kostelec nad Èernımi lesy;Orifarm Generics A/S, Energivej 15, 5260 Odense S, Dánsko
0289394;31.12.2025;31.12.2028;12000;"Zajištìní léèivého pøípravku s léèivou látkou suxamethonium-chlorid v lékové formì injekèního roztoku, kterı se pouívá k dosaení krátkodobé svalové relaxace bìhem chirurgickıch zákrokù po aplikaci celkové anestezie; k usnadnìní endotracheální intubace, pøi repozici dislokací a zlomenin, pøi podávání elektrošokové terapie a k léèbì laryngeálních køeèí a tetanu.";Poskytovatelé zdravotních slueb formou ambulantní a lùkové péèe a poskytovatelé zdravotnické záchranné sluby.;Olikla s.r.o., námìstí Smiøickıch 42, 281 63 Kostelec nad Èernımi lesy;V souladu s tímto rozhodnutím je léèivı pøípravek moné distribuovat do 31. 12. 2026. Léèivı pøípravek dodanı do lékáren je moné vydávat a pouívat pøi poskytování zdravotních slueb po dobu jeho doby pouitelnosti.;Olikla s.r.o., námìstí Smiøickıch 42, 281 63 Kostelec nad Èernımi lesy;"B. Braun Medical S.A., Ronda de Los Olivares, 5, 23009 Jaen, Španìlsko;
Centrafarm Services B.V., Van de Reijtstraat 31-E, 4814 NE Breda, Nizozemsko"
0289395;19.12.2025;31.12.2027;160;"Zajištìní pokraèování léèby pøípravkem TAK-881 u 6 pacientù se syndromem
primární imunodeficience (PID), kteøí se úèastnili klinického hodnocení EU CT
Number 2022-502095-23-01 (kód protokolu TAK-881-3001) a EU CT Number 2023-
505946-24-00 (kód protokolu TAK-881-3002) a mìli z léèby prospìch, po ukonèení
tohoto klinického hodnocení. Tento program není urèen pro léèbu pacientù, kteøí se
nezúèastnili klinického hodnocení.";"-Pediatrická klinika, Fakultní nemocnice Brno, Jihlavská 340/20, Bohunice,
625 00 Brno
-Ústav imunologie 2. LF UK a FN Motol, Fakultní nemocnice v Motole, V Úvalu
84/1, Motol, 150 00 Praha 5.";"Clinigen Ireland Limited, Airways Industrial Estate, Boeing Road, Unit 12, D17 K684 Santry,
Dublin, Irsko";;Takeda Development Center Americas, Inc., se sídlem Kendall Street 500, Cambridge, MA 02142, USA zastoupená spoleèností Clinigen Healthcare Ltd., se sídlem Pitcairn House Crown Square, Centrum 100, Burton On Trent, Staffordshire, DE14 2WW, Spojené království Velké Británie a Severního Irska;Clinigen Clinical Supplies Management GmbH, Am Kronberger Hang 3, 65824 Schwalbach am Taunus, Nìmecko
0289396;19.12.2025;31.12.2027;160;"Zajištìní pokraèování léèby pøípravkem TAK-881 u 6 pacientù se syndromem
primární imunodeficience (PID), kteøí se úèastnili klinického hodnocení EU CT
Number 2022-502095-23-01 (kód protokolu TAK-881-3001) a EU CT Number 2023-
505946-24-00 (kód protokolu TAK-881-3002) a mìli z léèby prospìch, po ukonèení
tohoto klinického hodnocení. Tento program není urèen pro léèbu pacientù, kteøí se
nezúèastnili klinického hodnocení.";"-Pediatrická klinika, Fakultní nemocnice Brno, Jihlavská 340/20, Bohunice,
625 00 Brno
-Ústav imunologie 2. LF UK a FN Motol, Fakultní nemocnice v Motole, V Úvalu
84/1, Motol, 150 00 Praha 5.";"Clinigen Ireland Limited, Airways Industrial Estate, Boeing Road, Unit 12, D17 K684 Santry,
Dublin, Irsko";;Takeda Development Center Americas, Inc., se sídlem Kendall Street 500, Cambridge, MA 02142, USA zastoupená spoleèností Clinigen Healthcare Ltd., se sídlem Pitcairn House Crown Square, Centrum 100, Burton On Trent, Staffordshire, DE14 2WW, Spojené království Velké Británie a Severního Irska;Clinigen Clinical Supplies Management GmbH, Am Kronberger Hang 3, 65824 Schwalbach am Taunus, Nìmecko
0289427;06.01.2026;31.12.2027;336;Zajištìní pokraèování léèby itepekimabem u dospìlıch pacientù s chronickou obstrukèní plicní nemocí, kteøí dokonèili klinické hodnocení EU CT Number 2023-508085-15-00 (kód protokolu LTS18133) a mìli z léèby prospìch.;"-MediTrial s.r.o., Václavská 95, 377 01 Jindøichùv Hradec,
-Plicní ordinace s.r.o., Nádraní 582, 580 01 Havlíèkùv Brod.";Clinigen Ireland Limited, Unit 12 Boeing Road, Airways Industrial Estate, Dublin, D17 K684 Irsko;;Sanofi-Aventis Recherche & Développement, se sídlem 82 Avenue Raspail, 94250 Gentilly, Francie zastoupená spoleèností Clinigen Healthcare Limited, se sídlem Pitcairn House Crown Square, Centrum 100, Burton On Trent, Staffordshire, DE14 2WW, Spojené království Velké Británie a Severního Irska;Clinigen Clinical Supplies Management GmbH, Am Kronberger Hang 3, 65824 Schwalbach am Taunus, Nìmecko
0289485;15.01.2026;31.12.2029;400;Zajištìní pohotovostní zásoby léèivého pøípravku pro léèbu schistosomózy zpùsobené všemi druhy krevních motolic rodu Schistosoma (napø. Schistosoma mekongi, Schistosoma japonicum, Schistosoma mansoni a Schistosoma hematobium), klonorchiázy a opisthorchiázy zpùsobené jaterními motolicemi Clonorchis sinensis a Opisthorchis viverrini a souèasnì pro léèbu infekcí zpùsobenıch tasemnicemi (Cestoda) jako jsou teniózy (napø. Taenia saginata, Tania solium), cysticerkózy (napø. Taenia saginata, Tania solium), difylobotriózy (Diphyllobothrium latum), sparganózy (napø. nìkteré druhy rodu Spirometra) a jinıch infekcí zpùsobenıch tasemnicemi. Vzhledem k tomu, e v souhrnu údajù o pøípravku nejsou uvedeny dávky pro pouití pøi léèbì infekcí zpùsobenıch tasemnicemi, doporuèuje se léèbu infekcí zpùsobenıch tasemnicemi konzultovat s infektologem.;Poskytovatelé zdravotních slueb formou ambulantní a lùkové péèe (koordinace léèebného programu: Toxikologické informaèní støedisko Kliniky pracovního lékaøství Všeobecné fakultní nemocnice v Praze).;PHOENIX lékárenskı velkoobchod, s.r.o., K pérovnì 945/7, Hostivaø, 102 00 Praha 10;;Všeobecná fakultní nemocnice v Praze, U nemocnice 2/499, 128 08 Praha 2;Par Formulations Private Limited, 9/215 Pudupakkam-Vandalur Main Road, Pudupakkam, Kelambakkam, Chennai, 603103 Tamil Nadu, Indie
